Time,Misoperation,Motor current state,Brake,Motor temperature,System fault light,Braking system fault display,Accelerator opening,High Voltage Detection Complete Flag,low-voltage power-off request flag,current motor speed,current motor torque,DC bus voltage,DC bus current,Motor phase current (effective value),Motor maximum drive torque,Motor maximum braking torque,Speed signal,Active drive,Drive Motor Output Power MCU Part Number,Accelerator pedal voltage,Gear switch A voltage,Gear switch B voltage,Gear switch C voltage,Gear switch D voltage,Total number of drive motors,Drive motor serial number,Total number of drive motor failures,Battery voltage,Slow charge wakeup signal,Vehicle model,Power Battery Positive Relay Current Control Command Status,Power Battery Precharge Relay Current Control Command Status,SOC (State of charge),Current status allows maximum feedback power,Current status allows maximum discharge power,BMS self-test counter,Power battery internal total voltage V1,Power battery charge/discharge current,Power battery external total voltage V2,Power battery load voltage V3,Single cell core voltage,Single cell minimum voltage,Power battery positive to GND insulation resistance,Power Battery Negative Resistance to GND Insulation Resistance,Single cell temperature,Single cell minimum temperature,Power battery available energy,Power battery available capacity,Effective cell voltage,Effective temperature collection points,DCDC current status,Slow charge CC voltage,Low battery alert,Driving range ,Mileage value,Prohibited high-voltage power-on flag,Vehicle bootloader flag,On-board charger output voltage instruction,Car charger output current instruction,Car Charger Work Instruction,Car Charger Network Status Control Command,charging ,Power Battery Heater Relay Instruction,High voltage power-down request (VCU) charge self-test counter,High-voltage power-down request (charging),Remote refresh mode enable command,System fault light_BMS,Power Battery System Fault Indicator VCU ,Troubleshooting Level,Collision signal status,Operating mode,Battery pack 1 monomer minimum number,Battery pack 1 monomer maximum number,Battery pack 1 maximum temperature,Battery pack 1 minimum temperature,Temperature sensor 1,Temperature sensor 2,Temperature sensor 3,Temperature sensor 4,Temperature sensor 5,Temperature sensor 6,Temperature sensor 7,Temperature sensor 8,Temperature sensor 9,total milage,The current status of car charger,Car Charge Wakeup Output Signal Status,Slow charge gun connection status,Charging mode,Power supply equipment status,Charger output current,Charger output voltage,Speed,Power battery pack number,Power battery pack number length,Power battery subsystem number,Total number of battery cells,Power battery temperature point total,Total battery power failure,cell voltage nr. 1,cell voltage nr. 2,cell voltage nr. 3,cell voltage nr. 4,cell voltage nr. 5,cell voltage nr. 6,cell voltage nr. 7,cell voltage nr. 8,cell voltage nr. 9,cell voltage nr. 10,cell voltage nr. 11,cell voltage nr. 12,cell voltage nr. 13,cell voltage nr. 14,cell voltage nr. 15,cell voltage nr. 16,cell voltage nr. 17,cell voltage nr. 18,cell voltage nr. 19,cell voltage nr. 20,cell voltage nr. 21,cell voltage nr. 22,cell voltage nr. 23,cell voltage nr. 24,cell voltage nr. 25,cell voltage nr. 26,cell voltage nr. 27,cell voltage nr. 28,cell voltage nr. 29,cell voltage nr. 30,cell voltage nr. 31,Maximum unit voltage number,Maximum temperature number,Lowest temperature number,Lowest cell voltage number,Maximum unit voltage package number,Maximum temperature package number,Minimum temperature package number,Lowest monomer voltage package number
2016/03/24 12:07:27.000.,0,1,0,26,0,0,23.6,1,0,3948,32.42,119.8,85.27,122.3,150.1,50.02,59.99,1,31.2,1.42,0.46,4.66,0.46,4.7,1,1,0,13.689,0,2,1,0,96.4,22.33,44.99,3,124.28,93.24,124.28,124.24,4.0242,3.901,3999,3999,22,21,20.58,165.55,31,9,1,13.4,0,168.4,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,21,22,22,22,22,22,21,22,22,22,17280,0,1,1,0,4,0,0,58.9,1,30,1,31,9,0,4.0125,4.0211,4.0153,4.0153,4.0125,4.0166,4.02,4.0242,4.0035,4.0167,4.0172,4.0145,4.0177,4.0177,4.011,4.0122,4.0213,4.0133,4.017,4.0146,4.0101,4.0197,4.0192,4.0105,3.901,3.9951,4.0198,4.0208,4.0098,4.0162,4.0142,8,1,6,25,1,1,1,1
2016/03/24 12:07:37.000.,0,1,0,27,0,0,36,1,0,4512,23.86,120,71.88,103.1,150.1,50.02,68.5,1,26.4,1.9,0.46,4.66,0.46,4.7,1,1,0,13.676,0,2,1,0,96,22.33,44.99,3,124.24,77.38,124.24,124.22,4.0192,3.8972,3999,3999,22,22,20.52,165.25,31,9,1,13.4,0,168.1,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17280,0,1,1,0,4,0,0,67.9,1,30,1,31,9,0,4.0082,4.017,4.0107,4.0115,4.0087,4.0118,4.0157,4.0192,3.9982,4.0117,4.0122,4.0098,4.0136,4.0141,4.0062,4.0077,4.0177,4.0082,4.0125,4.0097,4.0053,4.0157,4.0151,4.0062,3.8972,3.991,4.0153,4.0167,4.0056,4.0118,4.0097,8,1,1,25,1,1,1,1
2016/03/24 12:07:47.000.,0,2,0,27,0,0,0,1,0,4251,8.6,122,28.01,78.9,150.1,50.02,64.41,1,-12,0.4,0.46,4.66,0.46,4.7,1,1,0,13.689,0,2,1,0,96,17.15,44.99,3,126.1,-31.3,126.1,126.1,4.0727,3.9552,3999,3999,22,22,20.81,165.08,31,9,1,13.4,0,167.9,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,2,22,22,22,22,22,22,22,22,22,22,22,17280,0,1,1,0,4,0,0,66.6,1,30,1,31,9,0,4.0617,4.0723,4.0646,4.0667,4.0653,4.0677,4.0712,4.0727,4.053,4.0677,4.064,4.0658,4.0683,4.0697,4.0628,4.065,4.0713,4.0637,4.0673,4.066,4.0617,4.0683,4.069,4.0621,3.9552,4.047,4.0701,4.0717,4.0598,4.067,4.064,2,1,1,25,1,1,1,1
2016/03/24 12:07:57.000.,0,1,0,27,0,0,20.8,1,0,4143,29.92,120.1,82.71,108.3,150.1,50.02,62.95,1,30.4,1.3,0.46,4.66,0.46,4.7,1,1,0,13.676,0,2,1,0,96,22.33,44.99,3,124.14,90.2,124.14,124.1,4.0188,3.8965,3999,3999,22,22,20.48,164.93,31,9,1,13.4,0,167.7,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17280,0,1,1,0,4,0,0,62.1,1,30,1,31,9,0,4.0082,4.0165,4.0108,4.0107,4.0086,4.0117,4.0151,4.0188,3.9985,4.0112,4.0123,4.0098,4.0131,4.0137,4.0061,4.0073,4.0163,4.0088,4.0127,4.0095,4.0053,4.0151,4.0143,4.0066,3.8965,3.9906,4.0147,4.0157,4.005,4.0121,4.0095,8,1,1,25,1,1,1,1
2016/03/24 12:08:07.000.,0,1,0,27,0,0,29.2,1,0,4458,26.28,120.2,78.3,100.4,150.1,50.02,67.64,1,28.8,1.64,0.46,4.66,0.48,4.7,1,1,0,13.676,0,2,1,0,95.6,22.33,44.99,3,124.04,84.7,124.04,124.02,4.0153,3.8932,3999,3999,22,22,20.43,164.7,31,9,1,13.4,0,167.5,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17280,0,1,1,0,4,0,0,67.1,1,30,1,31,9,0,4.0043,4.0127,4.0073,4.0072,4.0046,4.008,4.0117,4.0153,3.9947,4.0082,4.0087,4.0061,4.0098,4.0106,4.0025,4.0036,4.0131,4.005,4.0082,4.0066,4.0016,4.0115,4.0107,4.0027,3.8932,3.9873,4.0116,4.0128,4.0012,4.0083,4.0061,8,1,1,25,1,1,1,1
2016/03/24 12:08:27.000.,0,1,0,28,0,0,26.8,1,0,4422,26.82,120.2,79.03,100,150.1,50.02,67.05,1,28.8,1.54,0.46,4.66,0.46,4.7,1,1,0,13.676,0,2,1,0,95.6,22.33,44.99,3,124.02,88.06,124.02,123.96,4.0152,3.8932,3999,3999,22,22,20.37,164.29,31,9,1,13.4,0,167.1,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17281,0,1,1,0,4,0,0,66.7,1,30,1,31,9,0,4.0042,4.0131,4.0068,4.0073,4.0047,4.0082,4.0118,4.0152,3.9947,4.0075,4.0082,4.007,4.0095,4.0102,4.0022,4.0042,4.0127,4.0045,4.0087,4.0057,4.0015,4.0116,4.0108,4.0028,3.8932,3.9863,4.0121,4.0127,4.0012,4.0083,4.0055,8,1,1,25,1,1,1,1
2016/03/24 12:08:37.000.,0,1,0,28,0,0,33.2,1,0,4521,20.28,120.7,61.15,91.2,150.1,50.02,68.59,1,22.4,1.8,0.46,4.66,0.46,4.7,1,1,0,13.689,0,2,1,0,95.6,22.33,44.99,3,124.24,66.38,124.24,124.2,4.0187,3.8967,3999,3999,22,22,20.38,164.08,31,9,1,13.4,0,166.9,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17281,0,1,1,0,4,0,0,68.3,1,30,1,31,9,0,4.0073,4.0157,4.0097,4.0102,4.0083,4.0117,4.0151,4.0187,3.9977,4.01,4.0115,4.0095,4.0127,4.0131,4.0053,4.0073,4.0162,4.0082,4.0117,4.009,4.0047,4.0147,4.0141,4.0057,3.8967,3.9902,4.0148,4.0157,4.0047,4.0113,4.0082,8,1,1,25,1,1,1,1
2016/03/24 12:08:47.000.,0,1,0,29,0,0,35.2,1,0,4545,19.76,120.5,59.96,89.6,150.1,50.02,69,1,22.4,1.88,0.46,4.66,0.46,4.68,1,1,0,13.689,0,2,1,0,95.2,22.33,44.99,3,124.22,65.46,124.22,124.16,4.0192,3.8978,3999,3999,22,22,20.37,163.9,31,9,1,13.4,0,166.7,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17281,0,1,1,0,4,0,0,68.7,1,30,1,31,9,0,4.0082,4.0168,4.0103,4.011,4.0092,4.0125,4.0152,4.0192,3.9986,4.0118,4.0117,4.0102,4.0136,4.0142,4.007,4.0077,4.017,4.0091,4.0133,4.0106,4.0061,4.0153,4.0147,4.0066,3.8978,3.9916,4.0152,4.016,4.0056,4.0122,4.0097,8,1,1,25,1,1,1,1
2016/03/24 12:08:57.000.,0,1,0,29,0,0,41.2,1,0,4575,20.78,120.4,63.45,92.7,150.1,50.02,69.32,1,23.2,2.1,0.46,4.66,0.46,4.7,1,1,0,13.689,0,2,1,0,95.2,22.33,44.99,3,124.12,69.12,124.12,124.08,4.0167,3.8951,3999,3999,22,22,20.32,163.71,31,9,1,13.4,0,166.5,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17281,0,1,1,0,4,0,0,69,1,30,1,31,9,0,4.0056,4.0143,4.0081,4.0088,4.0062,4.0096,4.0136,4.0167,3.9957,4.01,4.0096,4.0076,4.0107,4.0115,4.004,4.0057,4.015,4.0067,4.0105,4.0081,4.0037,4.0125,4.0125,4.0041,3.8951,3.9887,4.0132,4.0137,4.003,4.0092,4.0073,8,1,1,25,1,1,1,1
2016/03/24 12:09:07.000.,0,1,0,29,0,0,46.8,1,0,4590,22.96,119.5,70.48,94,150.1,50.02,69.73,1,25.6,2.32,0.46,4.66,0.46,4.7,1,1,0,13.689,0,2,1,0,95.2,22.33,44.99,3,123.94,76.46,123.94,123.88,4.0122,3.8905,3999,3999,22,22,20.26,163.51,31,9,1,13.4,0,166.3,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17282,0,1,1,0,4,0,0,69.6,1,30,1,31,9,0,4.0008,4.0095,4.0041,4.0043,4.0018,4.0052,4.0088,4.0122,3.9916,4.0052,4.0047,4.0025,4.0063,4.0076,3.9993,4.0015,4.0102,4.0016,4.0057,4.0028,3.9987,4.0085,4.008,3.9998,3.8905,3.9837,4.0086,4.0097,3.998,4.0048,4.0025,8,1,1,25,1,1,1,1
2016/03/24 12:09:17.000.,0,1,0,29,0,0,48,1,0,4587,26.68,119.7,82,102.2,150.1,50.02,69.46,1,30.4,2.36,0.46,4.66,0.46,4.7,1,1,0,13.676,0,2,1,0,94.8,22.33,44.99,3,123.68,88.36,123.68,123.62,4.0032,3.8808,3999,3999,22,22,20.19,163.29,31,9,1,13.4,0,166.1,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17282,0,1,1,0,4,0,0,69.4,1,30,1,31,9,0,3.9917,4.0002,3.9947,3.9951,3.9926,3.9963,4,4.0032,3.9823,3.9957,3.9961,3.9943,3.9972,3.9977,3.9902,3.9916,4.0011,3.9922,3.9966,3.9942,3.9895,3.9993,3.9986,3.99,3.8808,3.9746,3.9996,4.0001,3.9895,3.9957,3.9937,8,1,1,25,1,1,1,1
2016/03/24 12:09:27.000.,0,1,0,30,0,0,48.8,1,0,4566,29.26,119.7,89.67,109.7,150.1,50.02,69.23,1,32.8,2.4,0.46,4.66,0.46,4.7,1,1,0,13.676,0,2,1,0,94.8,22.33,44.99,3,123.44,96.9,123.44,123.38,3.9967,3.8742,3999,3999,22,22,20.11,163.03,31,9,1,13.4,0,165.8,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17282,0,1,1,0,4,0,0,69.1,1,30,1,31,9,0,3.9851,3.9932,3.9881,3.9881,3.9853,3.9887,3.9932,3.9967,3.9757,3.9887,3.9893,3.9871,3.9906,3.9907,3.9828,3.9842,3.9942,3.9855,3.9892,3.9868,3.982,3.9923,3.9918,3.9832,3.8742,3.9673,3.9916,3.9935,3.9822,3.9887,3.9867,8,1,1,25,1,1,1,1
2016/03/24 12:09:37.000.,0,1,0,30,0,0,49.6,1,0,4536,32.42,118.9,98.96,126.6,150.1,50.02,68.78,1,36,2.44,0.46,4.66,0.46,4.7,1,1,0,13.689,0,2,1,0,94.8,22.33,44.99,3,123.16,107.6,123.16,123.1,3.988,3.8657,3999,3999,22,22,20.03,162.75,31,9,1,13.4,0,165.5,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17282,0,1,1,0,4,0,0,68.7,1,30,1,31,9,0,3.9771,3.9853,3.9793,3.9796,3.9771,3.9808,3.9841,3.988,3.9671,3.9798,3.9815,3.9781,3.9816,3.9825,3.9745,3.9757,3.9855,3.9771,3.9807,3.9785,3.9738,3.9837,3.9832,3.9745,3.8657,3.9592,3.9838,3.9845,3.9738,3.9805,3.9787,8,1,1,25,1,1,1,1
2016/03/24 12:09:47.000.,0,1,0,31,0,0,49.2,1,0,4545,30.82,119,94.25,123.6,150.1,50.02,68.87,1,34.4,2.42,0.46,4.66,0.46,4.7,1,1,0,13.783,0,2,1,0,94.4,22.33,44.99,3,123.14,101.48,123.14,123.1,3.9847,3.8622,3999,3999,22,22,19.99,162.46,31,9,1,13.5,0,165.3,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17282,0,1,1,0,4,0,0,68.6,1,30,1,31,9,0,3.9732,3.9815,3.976,3.9758,3.9727,3.9765,3.9798,3.9847,3.9636,3.9757,3.9777,3.9746,3.9782,3.9786,3.9708,3.9718,3.9818,3.9733,3.9778,3.9745,3.9697,3.9802,3.9797,3.9712,3.8622,3.9557,3.9801,3.9807,3.9705,3.9771,3.9747,8,1,1,25,1,1,1,1
2016/03/24 12:09:57.000.,0,1,0,31,0,0,42,1,0,4503,30.98,119.1,93.94,123.2,150.1,50.02,68.28,1,34.4,2.14,0.46,4.66,0.46,4.7,1,1,0,13.796,0,2,1,0,94.4,22.33,44.99,3,123.08,101.48,123.08,123.02,3.9845,3.8616,3999,3999,22,22,19.94,162.17,31,9,1,13.5,0,165,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17283,0,1,1,0,4,0,0,68.1,1,30,1,31,9,0,3.9722,3.9807,3.9747,3.9752,3.9722,3.9762,3.9796,3.9845,3.9632,3.9748,3.977,3.9738,3.9772,3.978,3.9702,3.9711,3.9812,3.9727,3.9766,3.9732,3.9687,3.9796,3.9793,3.9706,3.8616,3.9545,3.9797,3.98,3.9695,3.9762,3.9738,8,1,1,25,1,1,1,1
2016/03/24 12:10:07.000.,0,1,0,31,0,0,0,1,0,3591,0.16,121,0.43,30.6,150.1,50.02,54.44,1,0,0.44,0.46,4.66,0.46,4.7,1,1,0,13.796,0,2,1,0,94.4,22.33,44.99,3,124.82,0.6,124.82,124.82,4.035,3.9161,3999,3999,22,22,20.23,162.09,31,9,1,13.5,0,164.8,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17283,0,1,1,0,4,0,0,55.3,1,30,1,31,9,0,4.0232,4.0337,4.0267,4.0276,4.0266,4.0288,4.0332,4.035,4.015,4.0288,4.0267,4.0267,4.0298,4.0308,4.0235,4.0258,4.0338,4.0252,4.0292,4.0267,4.0227,4.0308,4.0307,4.0233,3.9161,4.0082,4.0315,4.0331,4.0216,4.0287,4.0257,8,1,1,25,1,1,1,1
2016/03/24 12:10:17.000.,0,1,0,32,0,0,16.4,1,0,3603,19.42,120.2,46.71,91.1,150.1,50.02,54.62,1,16.8,1.14,0.46,4.66,0.46,4.7,1,1,0,13.783,0,2,1,0,94,22.33,44.99,3,124.1,51.12,124.1,124.06,4.0167,3.8965,3999,3999,22,22,20.1,161.97,31,9,1,13.5,0,164.7,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17283,0,1,1,0,4,0,0,53.5,1,30,1,31,9,0,4.0051,4.0142,4.0082,4.0087,4.0063,4.0097,4.0135,4.0167,3.9965,4.0092,4.0087,4.0077,4.0106,4.0117,4.0045,4.0061,4.0142,4.0057,4.0098,4.0073,4.0028,4.0121,4.0115,4.0042,3.8965,3.9887,4.0127,4.014,4.0023,4.0095,4.0067,8,1,1,25,1,1,1,1
2016/03/24 12:10:27.000.,0,1,0,32,0,0,16.8,1,0,4260,19.94,120.3,56.85,90.6,150.1,50.02,64.54,1,20.8,1.16,0.46,4.66,0.46,4.7,1,1,0,13.796,0,2,1,0,94,22.33,44.99,3,123.92,62.1,123.92,123.86,4.0077,3.887,3999,3999,22,22,20.05,161.82,31,9,1,13.5,0,164.6,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17283,0,1,1,0,4,0,0,63.1,1,30,1,31,9,0,3.9963,4.0048,3.9991,3.9996,3.9978,4.0008,4.0045,4.0077,3.9875,4,4.0002,3.9987,4.0022,4.0025,3.9947,3.9962,4.0055,3.9972,4.0015,3.9985,3.9942,4.0032,4.003,3.995,3.887,3.9797,4.0037,4.0052,3.9941,4.0007,3.9975,8,1,1,25,1,1,1,1
2016/03/24 12:10:37.000.,0,2,0,32,0,0,0,1,0,4404,9.58,121.4,31.96,77.3,150.1,50.02,66.91,1,-13.6,0.02,0.46,4.66,0.46,4.68,1,1,0,13.783,0,2,1,0,94,21.7,44.99,3,125.52,-40.16,125.52,125.52,4.0538,3.9375,3999,3999,22,22,20.3,161.73,31,9,1,13.5,0,164.5,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,2,22,22,22,22,22,22,22,22,22,22,22,17283,0,1,1,0,4,0,0,68.3,1,30,1,31,9,0,4.0431,4.0537,4.0457,4.0477,4.0461,4.0491,4.0527,4.0538,4.0341,4.0488,4.0452,4.0466,4.0497,4.0508,4.0435,4.0465,4.0537,4.0452,4.0488,4.0472,4.0433,4.0505,4.0506,4.0433,3.9375,4.0283,4.0517,4.053,4.0417,4.0486,4.0455,2,1,1,25,1,1,1,1
2016/03/24 12:10:47.000.,0,2,0,32,0,0,0,1,0,3348,9.5,121.9,23.97,82.5,150.1,50.02,50.84,1,-10.4,0,0.46,4.66,0.46,4.68,1,1,0,13.596,0,2,1,0,94,20.16,44.99,3,125.66,-30.68,125.66,125.64,4.0585,3.942,3999,3999,22,22,20.34,161.83,31,9,1,13.3,0,164.5,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,2,22,22,22,22,22,22,22,22,22,22,22,17283,0,1,1,0,4,0,0,51.8,1,30,1,31,9,0,4.0482,4.0585,4.0511,4.0525,4.0507,4.0537,4.0573,4.0582,4.0393,4.0537,4.0503,4.0517,4.0541,4.0552,4.0486,4.0517,4.0577,4.05,4.0535,4.0517,4.0473,4.0555,4.0548,4.0483,3.942,4.0327,4.0563,4.0578,4.0462,4.0532,4.0502,2,1,1,25,1,1,1,1
2016/03/24 12:10:57.000.,0,1,0,33,0,0,33.2,1,0,2631,52.8,119.1,89.36,169.3,150.1,50.02,39.78,1,32.8,1.8,0.46,4.66,0.46,4.7,1,1,0,13.743,0,2,1,0,94,22.33,44.99,3,123.64,97.22,123.64,123.6,4.0037,3.8822,3999,3999,22,22,20,161.8,31,9,1,13.4,0,164.5,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17284,0,1,1,0,4,0,0,40.5,1,30,1,31,9,0,3.9928,4.0007,3.9951,3.9952,3.9923,3.996,3.9998,4.0037,3.9835,3.9965,3.997,3.9946,3.9977,3.9982,3.9906,3.9918,4.0011,3.9931,3.9967,3.9947,3.9896,3.9997,3.9992,3.9908,3.8822,3.9752,3.9996,4.0013,3.9897,3.9965,3.9933,8,1,1,25,1,1,1,1
2016/03/24 12:11:07.000.,0,1,0,33,0,0,36.8,1,0,3120,58.38,118.5,121.19,187.3,150.1,50.02,47.02,1,44.8,1.94,0.46,4.66,0.46,4.7,1,1,0,13.783,0,2,1,0,94,22.33,44.99,3,122.8,132.32,122.8,122.74,3.9777,3.8551,3999,3999,22,22,19.83,161.55,31,9,1,13.5,0,164.3,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17284,0,1,1,0,4,0,0,45.9,1,30,1,31,9,0,3.9671,3.9743,3.9693,3.9695,3.9661,3.9701,3.9736,3.9777,3.9561,3.9693,3.9712,3.9683,3.9715,3.9722,3.964,3.9652,3.9751,3.9662,3.9702,3.9677,3.9631,3.9737,3.9736,3.9642,3.8551,3.9486,3.9732,3.9743,3.9632,3.97,3.9675,8,1,1,25,1,1,1,1
2016/03/24 12:11:17.000.,0,1,0,34,0,0,4.8,1,0,4116,2.78,120.3,7.54,46.7,150.1,50.02,62.68,1,3.2,0.68,0.46,4.66,0.46,4.7,1,1,0,13.783,0,2,1,0,93.6,22.33,44.99,3,124.36,8.56,124.36,124.34,4.0127,3.8935,3999,3999,22,22,20,161.17,31,9,1,13.5,0,164,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17284,0,1,1,0,4,0,0,61.9,1,30,1,31,9,0,4.0016,4.0115,4.0048,4.0053,4.0035,4.0066,4.0101,4.0127,3.9926,4.0061,4.0051,4.0047,4.0077,4.0082,4.0008,4.0032,4.0111,4.0027,4.0067,4.0042,4.0003,4.0092,4.0093,4.0008,3.8935,3.9858,4.0096,4.0103,3.9992,4.0063,4.0041,8,1,1,25,1,1,1,1
2016/03/24 12:11:27.000.,0,1,0,34,0,0,16.4,1,0,4182,19.58,119.8,54.07,87.3,150.1,50.02,63.36,1,19.2,1.14,0.46,4.66,0.46,4.7,1,1,0,13.796,0,2,1,0,93.6,22.33,44.99,3,123.8,61.2,123.8,123.78,4.0062,3.8866,3999,3999,22,22,19.93,161,31,9,1,13.5,0,163.7,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17284,0,1,1,0,4,0,0,62.7,1,30,1,31,9,0,3.9961,4.0043,3.9981,3.9985,3.9965,3.9996,4.0037,4.0062,3.9857,3.9996,3.9992,3.9981,4.0008,4.0017,3.994,3.9961,4.0047,3.9961,4.0001,3.9976,3.9932,4.0031,4.0021,3.9945,3.8866,3.979,4.0025,4.0043,3.9928,3.9993,3.9971,8,1,1,25,1,1,1,1
2016/03/24 12:11:37.000.,0,1,0,35,0,0,17.2,1,0,4425,12.68,120.4,36.98,68.9,150.1,50.02,67.14,1,13.6,1.16,0.46,4.66,0.46,4.7,1,1,0,13.783,0,2,1,0,93.6,22.33,44.99,3,124.02,40.44,124.02,124.02,4.0122,3.8925,3999,3999,22,22,19.95,160.84,31,9,1,13.5,0,163.6,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17284,0,1,1,0,4,0,0,66.8,1,30,1,31,9,0,4.0008,4.0098,4.0032,4.0037,4.0017,4.0053,4.0093,4.0122,3.9918,4.0053,4.0042,4.0035,4.0068,4.0071,4.0002,4.0016,4.0098,4.0015,4.0053,4.0031,3.9993,4.0083,4.0078,4,3.8925,3.9842,4.0086,4.0097,3.9987,4.0052,4.0022,8,1,1,25,1,1,1,1
2016/03/24 12:11:47.000.,0,1,0,35,0,0,20.8,1,0,4473,13.76,119.9,40.56,71.7,150.1,50.02,67.87,1,14.4,1.3,0.46,4.66,0.46,4.7,1,1,0,13.783,0,2,1,0,93.6,22.33,44.99,3,124.04,45.62,124.04,124,4.0102,3.8907,3999,3999,22,22,19.94,160.74,31,9,1,13.5,0,163.5,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17284,0,1,1,0,4,0,0,67.5,1,30,1,31,9,0,4,4.0088,4.0026,4.0027,4.0007,4.004,4.0077,4.0102,3.9907,4.0037,4.0032,4.0021,4.0053,4.0057,3.9987,4.0002,4.0086,4.0002,4.0042,4.0026,3.998,4.0067,4.0067,3.9982,3.8907,3.9832,4.007,4.0082,3.9971,4.0041,4.0015,8,1,1,25,1,1,1,1
2016/03/24 12:11:57.000.,0,1,0,35,0,0,28.4,1,0,4569,12.72,119.9,38.3,68.5,150.1,50.02,69.19,1,13.6,1.6,0.46,4.66,0.46,4.7,1,1,0,13.783,0,2,1,0,93.2,22.33,44.99,3,124.06,41.04,124.06,124,4.0117,3.8922,3999,3999,22,22,19.92,160.61,31,9,1,13.5,0,163.3,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17285,0,1,1,0,4,0,0,69,1,30,1,31,9,0,4.0003,4.0093,4.0031,4.0035,4.0018,4.0051,4.0088,4.0117,3.9917,4.0047,4.0041,4.0035,4.0062,4.007,3.9996,4.0012,4.0096,4.0012,4.0053,4.0031,3.9987,4.0077,4.007,3.9996,3.8922,3.9843,4.0081,4.0088,3.998,4.0046,4.0022,8,1,1,25,1,1,1,1
2016/03/24 12:12:07.000.,0,1,0,36,0,0,31.2,1,0,5337,38.22,118.1,136.46,155.1,150.1,50.02,80.98,1,49.6,1.7,0.46,4.66,4.66,0.48,1,1,0,13.743,0,2,1,0,93.2,22.33,44.99,3,122.16,148.5,122.16,122.06,3.9572,3.8332,3999,3999,22,22,19.57,160.35,31,9,1,13.4,0,145,170,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,22,22,22,22,22,22,22,22,22,22,22,17285,0,1,1,0,4,0,0,79.2,1,30,1,31,9,0,3.9457,3.9528,3.9482,3.9477,3.9451,3.9483,3.952,3.9572,3.936,3.9473,3.951,3.9465,3.9502,3.9501,3.9422,3.9427,3.9533,3.945,3.9492,3.9462,3.9417,3.9527,3.9518,3.9427,3.8332,3.9272,3.9515,3.9526,3.9421,3.9486,3.9462,8,1,1,25,1,1,1,1
